"id";"value"
"164";"Ot151";37.0897228667817
"165";"Ot152";43.6409138455621
"166";"Ot153";43.8403935528702
"167";"Ot154";43.7802327013511
"168";"Ot155";40.7414128393717
"169";"Ot156";41.4736917649287
"170";"Ot157";41.2116618095186
"171";"Ot158";40.5805258296904
"172";"Ot159";42.3327250462016
"173";"Ot160";41.7121639775096
"174";"Ot161";43.8944139133671
"175";"Ot162";43.3983096989312
"177";"Ot163";41.8749622545556
"178";"Ot164";41.9436425935373
"179";"Ot165";41.2174251123962
"180";"Ot166";40.6712681379846
"181";"Ot167";43.7031769970728
"182";"Ot168";39.7450191062473
"183";"Ot169";43.4345518785478
"184";"Ot170";42.7583662005819
"185";"Ot171";42.474807654281
"186";"Ot172";42.5663755511926
"187";"Ot173";41.1050755942647
"188";"Ot174";42.1644416250059
"189";"Ot175";41.9390155288584
"190";"Ot176";41.1450908863442
"191";"Ot177";41.2174251104592
"192";"Ot178";44.2296443598649
"193";"Ot179";40.9320487180016
"194";"Ot180";42.7811702444276
"195";"Ot181";44.4870736220232
"196";"Ot182";41.7573564990291
"197";"Ot183";42.3678639085537
"198";"Ot184";41.4252950447115
"199";"Ot185";42.199185686499
"200";"Ot186";40.3578880948758
"201";"Ot187";40.350962477596
"203";"Ot188";40.4728430505685
"204";"Ot189";41.8725361564278
"205";"Ot190";40.5777631210911
"206";"Ot191";40.5528947448155
"207";"Ot192";40.0419853435176
"208";"Ot193";40.2877531924343
"209";"Ot194";39.2560053253879
"210";"Ot195";39.4805049284435
"211";"Ot196";39.870431160468
"212";"Ot197";39.6501840568147
"213";"Ot198";40.2779231463406
"214";"Ot199";42.7292352598791
"215";"Ot200";40.064438039092
"216";"Ot201";39.8211888180918
"217";"Ot202";40.3814568811052
"218";"Ot203";40.5620688087992
"219";"Ot204";39.6919049062323
"220";"Ot205";40.4197115599759
"221";"Ot206";38.8940157645121
"222";"Ot207";40.623091959817
"223";"Ot208";38.0710446355225
"224";"Ot209";39.1255740153827
"225";"Ot210";41.4116428830289
"226";"Ot211";40.548910077259
"227";"Ot212";39.8394844175652
"228";"Ot213";41.5328012719348
"229";"Ot214";37.6253510675687
"230";"Ot215";39.121867755928
"231";"Ot216";39.9016496113231
"232";"Ot217";40.1200081569304
"233";"Ot218";38.7914110015514
"234";"Ot219";41.7932779135044
"235";"Ot220";42.5784375162512
"236";"Ot221";40.0117686795489
"237";"Ot222";39.317334834826
"238";"Ot223";40.6033859720247
"239";"Ot224";42.4660730190306
"240";"Ot225";41.5419896631944
"241";"Ot226";41.5348330112342
"242";"Ot227";41.335791176667
"243";"Ot228";38.1922781644156
"244";"Ot229";41.6167627700012
"245";"Ot230";39.8195289124492
"257";"Ot231";40.3807351319302
"258";"Ot232";44.6684608572826
"259";"Ot233";44.1890252920663
"260";"Ot234";43.7763473071093
